,Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,Invoice Month,Invoice Year,Invoice Day
4581,West Gear,1128299,2020-07-14,West,Washington,Seattle,Men's Athletic Footwear,71.0,174,12354,4324,35%,Online,July,2020,Tuesday
4582,West Gear,1128299,2020-07-15,West,Washington,Seattle,Women's Street Footwear,63.0,135,8505,3147,37%,Online,July,2020,Wednesday
4583,West Gear,1128299,2020-07-16,West,Washington,Seattle,Women's Athletic Footwear,67.0,112,7504,3002,40%,Online,July,2020,Thursday
4584,West Gear,1128299,2020-07-17,West,Washington,Seattle,Men's Apparel,72.0,111,7992,3197,40%,Online,July,2020,Friday
4585,West Gear,1128299,2020-07-18,West,Washington,Seattle,Women's Apparel,62.0,113,7006,2452,35%,Online,July,2020,Saturday
4586,West Gear,1128299,2020-07-19,West,Washington,Seattle,Men's Street Footwear,58.0,149,8642,3457,40%,Online,July,2020,Sunday
4587,West Gear,1128299,2020-07-20,West,Washington,Seattle,Men's Athletic Footwear,64.0,138,8832,3268,37%,Online,July,2020,Monday
4588,West Gear,1128299,2020-07-21,West,Washington,Seattle,Women's Street Footwear,56.0,113,6328,2278,36%,Online,July,2020,Tuesday
4589,West Gear,1128299,2020-07-22,West,Washington,Seattle,Women's Athletic Footwear,58.0,98,5684,2501,44%,Online,July,2020,Wednesday
4590,West Gear,1128299,2020-07-23,West,Washington,Seattle,Men's Apparel,69.0,94,6486,2270,35%,Online,July,2020,Thursday
4591,West Gear,1128299,2020-07-24,West,Washington,Seattle,Women's Apparel,71.0,101,7171,2510,35%,Online,July,2020,Friday
4592,West Gear,1128299,2020-07-25,West,Washington,Seattle,Men's Street Footwear,54.0,162,8748,3849,44%,Online,July,2020,Saturday
4593,West Gear,1128299,2020-07-26,West,Washington,Seattle,Men's Athletic Footwear,60.0,188,11280,4174,37%,Online,July,2020,Sunday
4594,West Gear,1128299,2020-07-27,West,Washington,Seattle,Women's Street Footwear,54.0,124,6696,2478,37%,Online,July,2020,Monday
4595,West Gear,1128299,2020-07-28,West,Washington,Seattle,Women's Athletic Footwear,69.0,117,8073,3471,43%,Online,July,2020,Tuesday
4596,West Gear,1128299,2020-07-29,West,Washington,Seattle,Men's Apparel,85.0,115,9775,3910,40%,Online,July,2020,Wednesday
4597,West Gear,1128299,2020-07-30,West,Washington,Seattle,Women's Apparel,88.0,138,12144,3765,31%,Online,July,2020,Thursday
4598,West Gear,1128299,2020-07-31,West,Washington,Seattle,Men's Street Footwear,78.0,188,14664,5866,40%,Online,July,2020,Friday
4599,West Gear,1128299,2020-08-01,West,Washington,Seattle,Men's Athletic Footwear,77.0,195,15015,5706,38%,Online,August,2020,Saturday
4600,West Gear,1128299,2020-08-02,West,Washington,Seattle,Women's Street Footwear,73.0,138,10074,3929,39%,Online,August,2020,Sunday
4601,West Gear,1128299,2020-08-03,West,Washington,Seattle,Women's Athletic Footwear,76.0,138,10488,4510,43%,Online,August,2020,Monday
4602,West Gear,1128299,2020-08-04,West,Washington,Seattle,Men's Apparel,82.0,133,10906,4144,38%,Online,August,2020,Tuesday
4603,West Gear,1128299,2020-08-05,West,Washington,Seattle,Women's Apparel,86.0,150,12900,4386,34%,Online,August,2020,Wednesday
4604,Foot Locker,1185732,2020-08-06,West,Washington,Seattle,Men's Street Footwear,44.0,273,12012,6607,55%,Online,August,2020,Thursday
4605,Foot Locker,1185732,2020-08-07,West,Washington,Seattle,Men's Athletic Footwear,41.0,221,9061,4440,49%,Online,August,2020,Friday
4606,Foot Locker,1185732,2020-08-08,West,Washington,Seattle,Women's Street Footwear,34.0,230,7820,3050,39%,Online,August,2020,Saturday
4607,Foot Locker,1185732,2020-08-09,West,Washington,Seattle,Women's Athletic Footwear,38.0,175,6650,2660,40%,Online,August,2020,Sunday
4608,Foot Locker,1185732,2020-08-10,Southeast,Florida,Miami,Men's Apparel,50.0,195,9750,4875,50%,Online,August,2020,Monday
4609,Foot Locker,1185732,2020-08-11,Southeast,Florida,Miami,Women's Apparel,41.0,247,10127,6279,62%,Online,August,2020,Tuesday
4610,Foot Locker,1185732,2020-08-12,Southeast,Florida,Miami,Men's Street Footwear,43.0,319,13717,7819,57%,Online,August,2020,Wednesday
4611,Foot Locker,1185732,2020-08-13,Southeast,Florida,Miami,Men's Athletic Footwear,43.0,195,8385,4109,49%,Online,August,2020,Thursday
4612,Foot Locker,1185732,2020-08-14,Southeast,Florida,Miami,Women's Street Footwear,32.0,240,7680,2918,38%,Online,August,2020,Friday
4613,West Gear,1185732,2020-08-15,Southeast,Florida,Miami,Women's Athletic Footwear,38.0,169,6422,2826,44%,Online,August,2020,Saturday
4614,Foot Locker,1185732,2020-08-16,Southeast,Florida,Miami,Men's Apparel,53.0,218,11554,5546,48%,Online,August,2020,Sunday
4615,Foot Locker,1185732,2020-08-17,Southeast,Florida,Miami,Women's Apparel,41.0,221,9061,5890,65%,Online,August,2020,Monday
4616,Foot Locker,1185732,2020-08-18,Southeast,Florida,Miami,Men's Street Footwear,41.0,268,10988,6593,60%,Online,August,2020,Tuesday
4617,Foot Locker,1185732,2020-08-19,Southeast,Florida,Miami,Men's Athletic Footwear,42.0,225,9450,4536,48%,Online,August,2020,Wednesday
4618,Foot Locker,1185732,2020-08-20,Southeast,Florida,Miami,Women's Street Footwear,32.0,217,6944,2430,35%,Online,August,2020,Thursday
4619,Foot Locker,1185732,2020-08-21,Southeast,Florida,Miami,Women's Athletic Footwear,36.0,175,6300,2520,40%,Online,August,2020,Friday
4620,Foot Locker,1185732,2020-08-22,Southeast,Florida,Miami,Men's Apparel,53.0,182,9646,4437,46%,Online,August,2020,Saturday
4621,Foot Locker,1185732,2020-08-23,Southeast,Florida,Miami,Women's Apparel,42.0,225,9450,6048,64%,Online,August,2020,Sunday
4622,Foot Locker,1185732,2020-04-24,Southeast,Florida,Miami,Men's Street Footwear,42.0,256,10752,6236,58%,Online,April,2020,Friday
4623,Foot Locker,1185732,2020-04-24,Southeast,Florida,Miami,Men's Athletic Footwear,41.0,210,8610,4305,50%,Online,April,2020,Friday
4624,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Women's Street Footwear,32.0,203,6496,2598,40%,Online,April,2020,Friday
4625,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Women's Athletic Footwear,38.0,189,7182,3232,45%,Online,April,2020,Friday
4626,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Apparel,52.0,196,10192,4586,45%,Online,April,2020,Friday
4627,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Women's Apparel,44.0,208,9152,5491,60%,Online,April,2020,Friday
4628,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Street Footwear,52.0,300,15600,8736,56%,Online,April,2020,Friday
4629,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Athletic Footwear,54.0,194,10476,5238,50%,Online,April,2020,Friday
4630,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Women's Street Footwear,47.0,188,8836,3269,37%,Online,April,2020,Friday
4631,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Women's Athletic Footwear,49.0,175,8575,3687,43%,Online,April,2020,Friday
4632,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Apparel,58.0,196,11368,5343,47%,Online,April,2020,Friday
4633,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Women's Apparel,64.0,248,15872,10158,64%,Online,April,2020,Friday
4634,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Street Footwear,55.0,290,15950,9411,59%,Online,April,2020,Friday
4635,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Athletic Footwear,54.0,206,11124,5451,49%,Online,April,2020,Friday
4636,West Gear,1185732,2020-09-07,Southeast,Florida,Miami,Women's Street Footwear,49.0,208,10192,3567,35%,Online,September,2020,Monday
4637,West Gear,1185732,2020-09-08,Southeast,Florida,Miami,Women's Athletic Footwear,47.0,217,10199,4080,40%,Online,September,2020,Tuesday
4638,West Gear,1185732,2020-09-09,Southeast,Florida,Miami,Men's Apparel,62.0,233,14446,7079,49%,Online,September,2020,Wednesday
4639,West Gear,1185732,2020-09-10,Southeast,Florida,Miami,Women's Apparel,63.0,259,16317,10606,65%,Online,September,2020,Thursday
4640,West Gear,1185732,2020-09-11,Southeast,Florida,Miami,Men's Street Footwear,60.0,299,17940,10764,60%,Online,September,2020,Friday
4641,West Gear,1185732,2020-09-12,Southeast,Florida,Miami,Men's Athletic Footwear,57.0,225,12825,5900,46%,Online,September,2020,Saturday
4642,West Gear,1185732,2020-09-13,Southeast,Florida,Miami,Women's Street Footwear,50.0,215,10750,3978,37%,Online,September,2020,Sunday
4643,West Gear,1185732,2020-09-14,Southeast,Florida,Miami,Women's Athletic Footwear,53.0,233,12349,5310,43%,Online,September,2020,Monday
4644,West Gear,1185732,2020-09-15,Southeast,Florida,Miami,Men's Apparel,61.0,208,12688,6217,49%,Online,September,2020,Tuesday
4645,West Gear,1185732,2020-09-16,Southeast,Florida,Miami,Women's Apparel,67.0,244,16348,10626,65%,Online,September,2020,Wednesday
4646,West Gear,1185732,2020-09-17,Southeast,Florida,Miami,Men's Street Footwear,60.0,304,18240,10397,57%,Online,September,2020,Thursday
4647,West Gear,1185732,2020-09-18,Southeast,Florida,Miami,Men's Athletic Footwear,55.0,252,13860,6237,45%,Online,September,2020,Friday
4648,West Gear,1185732,2020-09-19,Southeast,Florida,Miami,Women's Street Footwear,53.0,231,12243,4530,37%,Online,September,2020,Saturday
4649,Foot Locker,1185732,2020-09-20,Southeast,Florida,Miami,Women's Athletic Footwear,44.0,233,10252,4101,40%,Online,September,2020,Sunday
4650,Foot Locker,1185732,2020-09-21,Southeast,Florida,Miami,Men's Apparel,52.0,225,11700,5265,45%,Online,September,2020,Monday
4651,Foot Locker,1185732,2020-09-22,Southeast,Florida,Miami,Women's Apparel,56.0,278,15568,9496,61%,Online,September,2020,Tuesday
4652,Foot Locker,1185732,2020-09-23,Southeast,Florida,Miami,Men's Street Footwear,53.0,284,15052,8279,55%,Online,September,2020,Wednesday
4653,Foot Locker,1185732,2020-09-24,Southeast,Florida,Miami,Men's Athletic Footwear,46.0,255,11730,5279,45%,Online,September,2020,Thursday
4654,Sports Direct,1185732,2020-09-25,Southeast,Florida,Miami,Women's Street Footwear,41.0,225,9225,3413,37%,Online,September,2020,Friday
4655,Sports Direct,1185732,2020-09-26,Southeast,Florida,Miami,Women's Athletic Footwear,42.0,210,8820,3793,43%,Online,September,2020,Saturday
4656,Sports Direct,1185732,2020-09-27,Southeast,Florida,Miami,Men's Apparel,50.0,210,10500,5250,50%,Online,September,2020,Sunday
4657,Sports Direct,1185732,2020-09-28,Southeast,Florida,Miami,Women's Apparel,55.0,223,12265,7727,63%,Online,September,2020,Monday
4658,Sports Direct,1185732,2020-09-29,Southeast,Florida,Miami,Men's Street Footwear,56.0,270,15120,9072,60%,Online,September,2020,Tuesday
4659,Sports Direct,1185732,2020-09-30,Southeast,Florida,Miami,Men's Athletic Footwear,47.0,215,10105,4547,45%,Online,September,2020,Wednesday
4660,Sports Direct,1185732,2020-10-01,Southeast,Florida,Miami,Women's Street Footwear,47.0,203,9541,3721,39%,Online,October,2020,Thursday
4661,Sports Direct,1185732,2020-10-02,Southeast,Florida,Miami,Women's Athletic Footwear,45.0,182,8190,3604,44%,Online,October,2020,Friday
4662,Sports Direct,1185732,2020-10-03,Southeast,Florida,Miami,Men's Apparel,57.0,189,10773,5387,50%,Online,October,2020,Saturday
4663,Sports Direct,1185732,2020-10-04,Southeast,Florida,Miami,Women's Apparel,59.0,223,13157,8552,65%,Online,October,2020,Sunday
4664,Sports Direct,1185732,2020-10-05,Southeast,Florida,Miami,Men's Street Footwear,56.0,244,13664,7925,58%,Online,October,2020,Monday
4665,Sports Direct,1185732,2020-10-06,Southeast,Florida,Miami,Men's Athletic Footwear,49.0,224,10976,5268,48%,Online,October,2020,Tuesday
4666,Sports Direct,1185732,2020-10-07,Southeast,Florida,Miami,Women's Street Footwear,46.0,224,10304,3812,37%,Online,October,2020,Wednesday
4667,Sports Direct,1185732,2020-10-08,Southeast,Florida,Miami,Women's Athletic Footwear,49.0,202,9898,4355,44%,Online,October,2020,Thursday
4668,Sports Direct,1185732,2020-10-09,Southeast,Florida,Miami,Men's Apparel,64.0,195,12480,6240,50%,Online,October,2020,Friday
4669,Sports Direct,1185732,2020-10-10,Southeast,Florida,Miami,Women's Apparel,64.0,213,13632,8179,60%,Online,October,2020,Saturday
4670,Sports Direct,1185732,2020-05-24,Southeast,Florida,Miami,Men's Street Footwear,63.0,323,20349,11395,56%,Online,May,2020,Sunday
4671,Sports Direct,1185732,2020-05-24,Southeast,Florida,Miami,Men's Athletic Footwear,51.0,254,12954,6088,47%,Online,May,2020,Sunday
4672,Sports Direct,1185732,2020-05-24,Southeast,Florida,Miami,Women's Street Footwear,52.0,248,12896,4772,37%,Online,May,2020,Sunday
4673,Sports Direct,1185732,2020-05-24,Southeast,Florida,Miami,Women's Athletic Footwear,54.0,209,11286,4853,43%,Online,May,2020,Sunday
4674,Foot Locker,1185732,2020-05-24,Southeast,Florida,Miami,Men's Apparel,60.0,202,12120,5939,49%,Online,May,2020,Sunday
4675,Foot Locker,1185732,2020-05-24,Southeast,Florida,Miami,Women's Apparel,64.0,219,14016,8830,63%,Online,May,2020,Sunday
4676,Foot Locker,1185732,2020-10-17,Southeast,Florida,Miami,Men's Street Footwear,33.0,131,4323,1945,45%,Online,October,2020,Saturday
4677,Foot Locker,1185732,2020-10-18,Southeast,Florida,Miami,Men's Athletic Footwear,33.0,65,2145,858,40%,Online,October,2020,Sunday
4678,Foot Locker,1185732,2020-10-19,Southeast,Florida,Miami,Women's Street Footwear,24.0,63,1512,665,44%,Online,October,2020,Monday
4679,Foot Locker,1185732,2020-10-20,Southeast,Florida,Miami,Women's Athletic Footwear,29.0,26,754,339,45%,Online,October,2020,Tuesday
4680,Foot Locker,1185732,2020-10-21,Midwest,Minnesota,Minneapolis,Men's Apparel,43.0,39,1677,755,45%,Online,October,2020,Wednesday
4681,Foot Locker,1185732,2020-10-22,Midwest,Minnesota,Minneapolis,Women's Apparel,32.0,65,2080,1165,56%,Online,October,2020,Thursday
4682,Foot Locker,1185732,2020-10-23,Midwest,Minnesota,Minneapolis,Men's Street Footwear,32.0,135,4320,1944,45%,Online,October,2020,Friday
4683,Foot Locker,1185732,2020-10-24,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,34.0,38,1292,581,45%,Online,October,2020,Saturday
4684,Foot Locker,1185732,2020-10-25,Midwest,Minnesota,Minneapolis,Women's Street Footwear,25.0,56,1400,588,42%,Online,October,2020,Sunday
4685,Foot Locker,1185732,2020-10-26,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,27.0,20,540,254,47%,Online,October,2020,Monday
4686,Foot Locker,1185732,2020-10-27,Midwest,Minnesota,Minneapolis,Men's Apparel,41.0,44,1804,740,41%,Online,October,2020,Tuesday
4687,Foot Locker,1185732,2020-10-28,Midwest,Minnesota,Minneapolis,Women's Apparel,34.0,65,2210,1216,55%,Online,October,2020,Wednesday
4688,Foot Locker,1185732,2020-10-29,Midwest,Minnesota,Minneapolis,Men's Street Footwear,39.0,116,4524,2262,50%,Online,October,2020,Thursday
4689,Foot Locker,1185732,2020-10-30,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,38.0,35,1330,532,40%,Online,October,2020,Friday
4690,Foot Locker,1185732,2020-10-31,Midwest,Minnesota,Minneapolis,Women's Street Footwear,29.0,53,1537,692,45%,Online,October,2020,Saturday
4691,Foot Locker,1185732,2020-11-01,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,32.0,7,224,112,50%,Online,November,2020,Sunday
4692,Foot Locker,1185732,2020-11-02,Midwest,Minnesota,Minneapolis,Men's Apparel,47.0,19,893,375,42%,Online,November,2020,Monday
4693,Foot Locker,1185732,2020-11-03,Midwest,Minnesota,Minneapolis,Women's Apparel,38.0,47,1786,982,55%,Online,November,2020,Tuesday
4694,Foot Locker,1185732,2020-11-04,Midwest,Minnesota,Minneapolis,Men's Street Footwear,36.0,120,4320,2030,47%,Online,November,2020,Wednesday
4695,Foot Locker,1185732,2020-11-05,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,38.0,28,1064,447,42%,Online,November,2020,Thursday
4696,Foot Locker,1185732,2020-11-06,Midwest,Minnesota,Minneapolis,Women's Street Footwear,29.0,26,754,332,44%,Online,November,2020,Friday
4697,Foot Locker,1185732,2020-11-07,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,32.0,7,224,112,50%,Online,November,2020,Saturday
4698,Foot Locker,1185732,2020-11-08,Midwest,Minnesota,Minneapolis,Men's Apparel,47.0,14,658,263,40%,Online,November,2020,Sunday
4699,Foot Locker,1185732,2020-11-09,Midwest,Minnesota,Minneapolis,Women's Apparel,36.0,53,1908,1145,60%,Online,November,2020,Monday
4700,Foot Locker,1185732,2020-11-10,Midwest,Minnesota,Minneapolis,Men's Street Footwear,48.0,116,5568,2617,47%,Online,November,2020,Tuesday
4701,Foot Locker,1185732,2020-11-11,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,44.0,44,1936,794,41%,Online,November,2020,Wednesday
4702,Foot Locker,1185732,2020-11-12,Midwest,Minnesota,Minneapolis,Women's Street Footwear,37.0,38,1406,619,44%,Online,November,2020,Thursday
4703,Foot Locker,1185732,2020-11-13,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,36.0,13,468,229,49%,Online,November,2020,Friday
4704,Foot Locker,1185732,2020-11-14,Midwest,Minnesota,Minneapolis,Men's Apparel,50.0,20,1000,410,41%,Online,November,2020,Saturday
4705,Foot Locker,1185732,2020-11-15,Midwest,Minnesota,Minneapolis,Women's Apparel,58.0,51,2958,1745,59%,Online,November,2020,Sunday
4706,Foot Locker,1185732,2020-11-16,Midwest,Minnesota,Minneapolis,Men's Street Footwear,44.0,106,4664,2285,49%,Online,November,2020,Monday
4707,Foot Locker,1185732,2020-11-17,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,38.0,49,1862,763,41%,Online,November,2020,Tuesday
4708,Foot Locker,1185732,2020-11-18,Midwest,Minnesota,Minneapolis,Women's Street Footwear,33.0,47,1551,698,45%,Online,November,2020,Wednesday
4709,Foot Locker,1185732,2020-11-19,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,32.0,45,1440,677,47%,Online,November,2020,Thursday
4710,Foot Locker,1185732,2020-11-20,Midwest,Minnesota,Minneapolis,Men's Apparel,49.0,45,2205,926,42%,Online,November,2020,Friday
4711,Foot Locker,1185732,2020-11-21,Midwest,Minnesota,Minneapolis,Women's Apparel,53.0,81,4293,2404,56%,Online,November,2020,Saturday
4712,Foot Locker,1185732,2020-11-22,Midwest,Minnesota,Minneapolis,Men's Street Footwear,49.0,160,7840,3685,47%,Online,November,2020,Sunday
4713,Foot Locker,1185732,2020-11-23,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,42.0,75,3150,1418,45%,Online,November,2020,Monday
4714,Foot Locker,1185732,2020-11-24,Midwest,Minnesota,Minneapolis,Women's Street Footwear,36.0,63,2268,953,42%,Online,November,2020,Tuesday
4715,Foot Locker,1185732,2020-11-25,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,38.0,51,1938,930,48%,Online,November,2020,Wednesday
4716,Foot Locker,1185732,2020-11-26,Midwest,Minnesota,Minneapolis,Men's Apparel,49.0,58,2842,1165,41%,Online,November,2020,Thursday
4717,Foot Locker,1185732,2020-11-27,Midwest,Minnesota,Minneapolis,Women's Apparel,54.0,98,5292,2911,55%,Online,November,2020,Friday
4718,Foot Locker,1185732,2020-11-28,Midwest,Minnesota,Minneapolis,Men's Street Footwear,47.0,137,6439,3026,47%,Online,November,2020,Saturday
4719,Foot Locker,1185732,2020-11-29,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,43.0,87,3741,1534,41%,Online,November,2020,Sunday
4720,Foot Locker,1185732,2020-11-30,Midwest,Minnesota,Minneapolis,Women's Street Footwear,37.0,68,2516,1006,40%,Online,November,2020,Monday
4721,Foot Locker,1185732,2020-12-01,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,33.0,47,1551,760,49%,Online,December,2020,Tuesday
4722,Foot Locker,1185732,2020-12-02,Midwest,Minnesota,Minneapolis,Men's Apparel,42.0,42,1764,723,41%,Online,December,2020,Wednesday
4723,Foot Locker,1185732,2020-12-03,Midwest,Minnesota,Minneapolis,Women's Apparel,46.0,88,4048,2307,57%,Online,December,2020,Thursday
4724,Foot Locker,1185732,2020-12-04,Midwest,Minnesota,Minneapolis,Men's Street Footwear,43.0,113,4859,2332,48%,Online,December,2020,Friday
4725,Foot Locker,1185732,2020-12-05,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,37.0,73,2701,1215,45%,Online,December,2020,Saturday
4726,Foot Locker,1185732,2020-12-06,Midwest,Minnesota,Minneapolis,Women's Street Footwear,24.0,41,984,394,40%,Online,December,2020,Sunday
4727,Foot Locker,1185732,2020-12-07,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,24.0,31,744,342,46%,Online,December,2020,Monday
4728,Foot Locker,1185732,2020-12-08,Midwest,Minnesota,Minneapolis,Men's Apparel,32.0,34,1088,479,44%,Online,December,2020,Tuesday
4729,Foot Locker,1185732,2020-12-09,Midwest,Minnesota,Minneapolis,Women's Apparel,39.0,52,2028,1156,57%,Online,December,2020,Wednesday
4730,Foot Locker,1185732,2020-12-10,Midwest,Minnesota,Minneapolis,Men's Street Footwear,41.0,98,4018,1888,47%,Online,December,2020,Thursday
4731,Foot Locker,1185732,2020-12-11,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,34.0,58,1972,848,43%,Online,December,2020,Friday
4732,Foot Locker,1185732,2020-12-12,Midwest,Minnesota,Minneapolis,Women's Street Footwear,32.0,25,800,336,42%,Online,December,2020,Saturday
4733,Foot Locker,1185732,2020-12-13,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,32.0,21,672,309,46%,Online,December,2020,Sunday
4734,Foot Locker,1185732,2020-12-14,Midwest,Minnesota,Minneapolis,Men's Apparel,41.0,19,779,327,42%,Online,December,2020,Monday
4735,Foot Locker,1185732,2020-12-15,Midwest,Minnesota,Minneapolis,Women's Apparel,49.0,60,2940,1764,60%,Online,December,2020,Tuesday
4736,Foot Locker,1185732,2020-12-16,Midwest,Minnesota,Minneapolis,Men's Street Footwear,46.0,91,4186,1967,47%,Online,December,2020,Wednesday
4737,Foot Locker,1185732,2020-12-17,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,38.0,52,1976,790,40%,Online,December,2020,Thursday
4738,Foot Locker,1185732,2020-12-18,Midwest,Minnesota,Minneapolis,Women's Street Footwear,36.0,38,1368,547,40%,Online,December,2020,Friday
4739,Foot Locker,1185732,2020-12-19,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,38.0,45,1710,838,49%,Online,December,2020,Saturday
4740,Foot Locker,1185732,2020-12-20,Midwest,Minnesota,Minneapolis,Men's Apparel,52.0,34,1768,743,42%,Online,December,2020,Sunday
4741,Foot Locker,1185732,2020-12-21,Midwest,Minnesota,Minneapolis,Women's Apparel,59.0,61,3599,2159,60%,Online,December,2020,Monday
4742,Foot Locker,1185732,2020-12-22,Midwest,Minnesota,Minneapolis,Men's Street Footwear,50.0,124,6200,3100,50%,Online,December,2020,Tuesday
4743,Foot Locker,1185732,2020-12-23,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,42.0,77,3234,1455,45%,Online,December,2020,Wednesday
4744,Foot Locker,1185732,2020-12-24,Midwest,Minnesota,Minneapolis,Women's Street Footwear,44.0,56,2464,1010,41%,Online,December,2020,Thursday
4745,Foot Locker,1185732,2020-12-25,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,44.0,49,2156,1056,49%,Online,December,2020,Friday
4746,Foot Locker,1185732,2020-12-26,Midwest,Minnesota,Minneapolis,Men's Apparel,54.0,44,2376,974,41%,Online,December,2020,Saturday
4747,Foot Locker,1185732,2020-12-27,Midwest,Minnesota,Minneapolis,Women's Apparel,54.0,77,4158,2370,57%,Online,December,2020,Sunday
4748,Kohl's,1189833,2020-12-28,Midwest,Minnesota,Minneapolis,Men's Street Footwear,32.0,119,3808,2209,58%,Online,December,2020,Monday
4749,Kohl's,1189833,2020-12-29,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,43.0,128,5504,2312,42%,Online,December,2020,Tuesday
4750,Kohl's,1189833,2020-12-30,Midwest,Minnesota,Minneapolis,Women's Street Footwear,41.0,119,4879,2879,59%,Online,December,2020,Wednesday
4751,Kohl's,1189833,2020-12-31,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,44.0,98,4312,2242,52%,Online,December,2020,Thursday
4752,Kohl's,1189833,2021-01-01,Midwest,Montana,Billings,Men's Apparel,47.0,77,3619,2714,75%,Online,January,2021,Friday
4753,Kohl's,1189833,2021-01-02,Midwest,Montana,Billings,Women's Apparel,43.0,138,5934,2314,39%,Online,January,2021,Saturday
4754,Kohl's,1189833,2021-01-03,Midwest,Montana,Billings,Men's Street Footwear,34.0,158,5372,3062,57%,Online,January,2021,Sunday
4755,Kohl's,1189833,2021-01-04,Midwest,Montana,Billings,Men's Athletic Footwear,42.0,123,5166,2325,45%,Online,January,2021,Monday
4756,Kohl's,1189833,2021-01-05,Midwest,Montana,Billings,Women's Street Footwear,43.0,122,5246,2990,57%,Online,January,2021,Tuesday
4757,Kohl's,1189833,2021-01-06,Midwest,Montana,Billings,Women's Athletic Footwear,44.0,81,3564,1960,55%,Online,January,2021,Wednesday
4758,Kohl's,1189833,2021-01-07,Midwest,Montana,Billings,Men's Apparel,48.0,59,2832,2039,72%,Online,January,2021,Thursday
4759,Kohl's,1189833,2021-01-08,Midwest,Montana,Billings,Women's Apparel,43.0,119,5117,1893,37%,Online,January,2021,Friday
4760,Kohl's,1189833,2021-01-09,Midwest,Montana,Billings,Men's Street Footwear,32.0,173,5536,3045,55%,Online,January,2021,Saturday
4761,Kohl's,1189833,2021-01-10,Midwest,Montana,Billings,Men's Athletic Footwear,41.0,115,4715,1933,41%,Online,January,2021,Sunday
4762,Kohl's,1189833,2021-01-11,Midwest,Montana,Billings,Women's Street Footwear,42.0,128,5376,3064,57%,Online,January,2021,Monday
4763,Kohl's,1189833,2021-01-12,Midwest,Montana,Billings,Women's Athletic Footwear,44.0,91,4004,2122,53%,Online,January,2021,Tuesday
4764,Kohl's,1189833,2021-01-13,Midwest,Montana,Billings,Men's Apparel,48.0,60,2880,2045,71%,Online,January,2021,Wednesday
4765,Kohl's,1189833,2021-01-14,Midwest,Montana,Billings,Women's Apparel,42.0,112,4704,1835,39%,Online,January,2021,Thursday
4766,Kohl's,1189833,2021-01-15,Midwest,Montana,Billings,Men's Street Footwear,44.0,161,7084,4180,59%,Online,January,2021,Friday
4767,Kohl's,1189833,2021-01-16,Midwest,Montana,Billings,Men's Athletic Footwear,43.0,101,4343,1954,45%,Online,January,2021,Saturday
4768,Kohl's,1189833,2021-01-17,Midwest,Montana,Billings,Women's Street Footwear,44.0,120,5280,3168,60%,Online,January,2021,Sunday
4769,Kohl's,1189833,2021-01-18,Midwest,Montana,Billings,Women's Athletic Footwear,36.0,78,2808,1404,50%,Online,January,2021,Monday
4770,Kohl's,1189833,2021-01-19,Midwest,Montana,Billings,Men's Apparel,44.0,56,2464,1823,74%,Online,January,2021,Tuesday
4771,Kohl's,1189833,2021-01-20,Midwest,Montana,Billings,Women's Apparel,55.0,101,5555,2166,39%,Online,January,2021,Wednesday
